alcohol,density,volatile acidity,chlorides,residual sugar,quality
10.2,0.9974,0.39,0.056,10.0,5
12.1,0.996,0.24,0.035,15.75,6
11.3,0.9922,0.23,0.045,3.9,7
11.4,0.9917,0.26,0.031,2.0,5
12.2,0.9918,0.32,0.039,1.5,6
9.9,0.9936,0.24,0.058,1.6,7
10.3,0.9938,0.21,0.056,1.4,6
10.4,0.9939,0.17,0.047,1.4,6
9.9,0.9981,0.28,0.041,13.8,6
10.0,0.9941,0.3,0.051,1.3,5
11.5,0.9928,0.25,0.051,3.8,6
10.5,0.9952,0.28,0.041,6.9,6
12.5,0.9898,0.24,0.027,2.2,7
10.5,0.9914,0.22,0.045,1.6,6
11.4,0.9957,0.45,0.051,10.8,7
9.8,0.998,0.23,0.056,12.8,6
9.2,0.9986,0.23,0.067,15.3,4
8.9,0.9983,0.28,0.046,12.1,5
8.9,0.9982,0.27,0.046,12.0,5
9.5,0.997,0.2,0.042,11.6,7
11.5,0.9947,0.25,0.034,9.2,6
9.5,0.99416,0.2,0.054,2.8,6
9.7,0.99516,0.39,0.049,1.6,5
9.7,0.99496,0.23,0.067,6.1,5
9.5,0.9974,0.44,0.048,8.5,6
9.4,0.99579,0.28,0.04,7.8,5
9.0,0.9983,0.34,0.06,14.9,4
10.6,0.99471,0.15,0.046,6.2,6
9.1,0.99644,0.29,0.042,8.2,5
8.8,0.99699,0.23,0.094,10.6,5
10.4,0.99758,0.23,0.047,11.2,5
8.9,0.9977,0.36,0.043,11.6,5
10.6,0.99397,0.31,0.031,7.1,7
10.6,0.99243,0.2,0.047,1.7,6
9.0,0.9962,0.27,0.048,7.7,5
8.8,1.00182,0.34,0.06,17.3,6
10.5,0.99384,0.18,0.042,1.4,7
9.5,0.99582,0.29,0.046,7.7,5
10.4,0.9924,0.26,0.049,3.4,6
10.0,0.99466,0.21,0.046,1.6,6
10.4,0.99212,0.14,0.039,1.4,5
9.0,0.99449,0.39,0.157,1.4,6
9.3,0.99748,0.48,0.049,10.4,5
9.0,0.99475,0.36,0.061,4.1,6
11.5,0.99189,0.25,0.032,2.8,6
9.0,0.99827,0.3,0.056,15.7,5
10.4,0.99752,0.19,0.045,10.9,6
10.6,0.99479,0.42,0.027,6.5,5
8.5,0.99642,0.2,0.034,5.9,6
9.3,1.00047,0.19,0.055,17.3,6
10.5,0.99382,0.19,0.051,1.4,7
9.9,0.99784,0.25,0.06,13.5,6
10.4,0.99486,0.25,0.035,8.5,6
10.1,0.99537,0.46,0.053,6.2,5
9.2,0.99838,0.29,0.067,14.95,4
9.4,0.99566,0.31,0.043,7.7,6
10.6,0.99268,0.14,0.033,1.3,6
8.7,0.99468,0.4,0.148,1.3,5
10.2,0.9933,0.16,0.047,1.3,6
10.3,0.99307,0.16,0.046,1.3,6
9.5,0.99907,0.33,0.049,15.6,5
9.4,0.99471,0.41,0.158,4.9,5
9.4,0.99471,0.43,0.157,5.0,5
12.6,0.99148,0.4,0.037,6.5,7
10.5,0.99383,0.18,0.047,1.4,7
10.8,0.99365,0.17,0.047,2.7,6
9.9,0.99272,0.32,0.054,1.2,6
12.2,0.99235,0.32,0.031,6.4,7
10.0,0.99508,0.42,0.041,6.9,6
10.6,0.9946,0.28,0.04,7.2,7
9.5,0.99674,0.29,0.042,10.6,6
12.8,0.99018,0.41,0.027,3.5,8
12.6,0.99084,0.3,0.043,2.3,7
9.4,0.99856,0.22,0.058,12.05,5
9.0,0.99591,0.26,0.055,7.0,5
9.1,0.9975,0.44,0.051,11.8,5
9.4,0.9944,0.42,0.06,1.4,6
12.2,0.99173,0.36,0.04,5.0,7
10.0,0.99378,0.295,0.049,2.2,5
9.2,0.99805,0.21,0.053,14.6,5
9.3,0.99534,0.28,0.045,1.6,5
9.8,0.99232,0.28,0.035,1.3,6
12.0,0.99078,0.22,0.036,2.8,7
12.6,0.99061,0.32,0.029,3.3,7
12.2,0.99182,0.19,0.032,6.3,6
11.0,0.9966,0.42,0.061,8.1,6
12.0,0.9912,0.2,0.038,1.6,7
8.8,0.99779,0.24,0.045,10.6,5
8.9,0.99814,0.26,0.046,11.8,4
12.7,0.99096,0.4,0.035,1.7,7
11.8,0.99379,0.2,0.037,8.1,6
10.2,0.99426,0.445,0.053,1.4,5
9.9,0.99228,0.41,0.036,1.3,6
11.1,0.99335,0.2,0.041,1.8,6
9.4,0.99595,0.3,0.045,7.2,5
9.7,0.99297,0.35,0.049,1.1,6
9.7,0.99687,0.35,0.038,11.95,5
9.8,0.99445,0.3,0.054,2.2,5
9.3,0.9986,0.38,0.05,12.7,6
10.5,0.99154,0.3,0.032,1.4,5
9.3,0.9981,0.4,0.049,10.6,6
12.6,0.98993,0.37,0.024,1.9,8
8.9,1.00241,0.23,0.058,17.8,5
10.3,0.99716,0.27,0.048,10.2,5
10.6,0.99437,0.26,0.041,4.8,5
9.0,0.9972,0.28,0.067,9.8,4
9.7,0.99756,0.34,0.051,8.4,5
9.5,0.99509,0.23,0.041,7.2,6
10.3,0.99572,0.29,0.06,4.8,6
12.3,0.99175,0.4,0.034,4.5,8
10.5,0.99254,0.17,0.032,1.4,5
10.0,0.99676,0.24,0.043,11.0,6
8.8,0.9979,0.28,0.039,11.1,4
10.9,0.99194,0.23,0.031,2.6,6
12.2,0.99077,0.26,0.029,2.0,6
9.5,0.99782,0.46,0.168,10.1,5
10.0,0.99942,0.31,0.048,13.3,5
9.6,0.99708,0.25,0.04,11.4,6
8.7,0.99353,0.28,0.06,1.3,6
10.7,0.99256,0.18,0.044,1.4,7
11.1,0.99199,0.21,0.046,1.4,6
12.5,0.9918,0.48,0.024,7.0,7
10.4,0.99354,0.34,0.051,2.0,6
11.5,0.99244,0.21,0.028,1.2,5
9.4,0.99831,0.32,0.04,12.9,5
9.3,0.99396,0.495,0.157,5.0,5
10.1,0.99724,0.25,0.05,10.1,6
9.7,0.99524,0.25,0.05,3.75,5
10.5,0.9927,0.18,0.035,1.7,6
9.7,0.99802,0.24,0.053,12.6,5
9.2,0.99512,0.32,0.06,1.3,5
9.8,0.99438,0.32,0.092,1.6,5
9.0,0.99679,0.33,0.05,7.6,5
9.1,0.99652,0.3,0.05,8.1,6
10.4,0.99698,0.34,0.037,14.9,6
10.7,0.99474,0.16,0.03,6.0,6
10.5,0.99511,0.1,0.039,6.0,7
9.2,0.99582,0.45,0.099,7.2,5
11.5,0.99125,0.33,0.036,3.0,4
10.4,0.99256,0.48,0.034,1.2,3
12.0,0.9911,0.2,0.039,2.0,6
12.2,0.99168,0.32,0.036,4.9,6
9.8,0.99556,0.22,0.05,8.9,6
9.3,1.00098,0.23,0.063,16.45,5
9.6,0.99516,0.27,0.084,2.0,4
9.5,0.99516,0.27,0.085,1.9,4
10.2,0.99518,0.23,0.042,5.1,6
10.4,0.99347,0.15,0.029,4.4,8
11.0,0.9929,0.26,0.025,5.8,6
8.7,0.99841,0.2,0.042,12.9,5
9.9,0.99362,0.3,0.053,1.3,4
9.9,0.99361,0.3,0.053,1.3,4
11.3,0.9914,0.21,0.041,1.2,4
12.0,0.99114,0.46,0.042,2.7,8
10.7,0.9925,0.28,0.042,1.7,8
10.1,0.99453,0.24,0.043,8.2,6
9.6,0.9938,0.17,0.091,1.5,7
9.6,0.9938,0.17,0.093,1.5,6
8.7,0.99806,0.695,0.056,12.9,5
10.3,0.9961,0.27,0.059,3.9,5
9.1,1.00016,0.3,0.047,17.75,5
11.8,0.9916,0.19,0.037,4.9,6
11.9,0.99116,0.36,0.024,1.6,6
10.3,0.99319,0.16,0.046,1.4,6
10.0,0.99517,0.19,0.047,2.0,4
10.2,0.99514,0.16,0.044,2.0,4
10.0,0.99566,0.26,0.038,8.2,6
12.7,0.99166,0.33,0.034,2.1,6
9.6,0.99587,0.16,0.046,1.8,5
9.5,0.99558,0.23,0.044,8.5,5
12.7,0.99117,0.44,0.033,4.45,6
11.0,0.99399,0.31,0.036,5.8,6
9.1,0.99741,0.705,0.044,13.0,5
10.2,0.99405,0.21,0.034,2.7,4
10.1,0.99622,0.16,0.047,7.3,6
9.2,1.00051,0.27,0.045,19.1,6
9.4,0.99803,0.38,0.08,8.8,4
9.2,0.99773,0.38,0.095,7.4,4
10.0,0.99397,0.24,0.05,2.3,5
10.1,0.99622,0.16,0.047,6.85,6
9.0,0.99713,0.815,0.044,11.4,5
9.5,0.99274,0.41,0.032,0.9,5
9.1,1.00118,0.36,0.07,19.35,5
13.3,0.99176,0.4,0.031,7.9,7
9.5,0.9969,0.26,0.045,11.75,5
9.2,0.99771,0.44,0.096,7.7,5
10.1,0.99411,0.24,0.036,3.0,6
11.2,0.99194,0.22,0.04,1.5,6
9.8,0.99558,0.34,0.04,7.5,6
9.4,0.99577,0.28,0.042,8.3,5
9.0,0.99564,0.29,0.045,7.05,5
9.4,0.99578,0.27,0.044,8.4,5
8.9,0.99888,0.35,0.054,13.9,6
9.1,1.00014,0.28,0.045,17.5,6
9.8,0.99441,0.35,0.034,5.6,4
9.4,0.99594,0.43,0.056,9.4,5
10.0,0.99437,0.26,0.05,4.8,6
9.9,0.9979,0.27,0.042,9.7,6
10.0,0.99434,0.46,0.147,6.3,5
11.5,0.99203,0.2,0.028,1.6,6
9.2,0.998,0.285,0.063,14.6,5
10.0,0.99316,0.32,0.052,2.5,5
10.0,0.99314,0.34,0.051,2.6,5
10.0,0.99316,0.32,0.052,2.5,5
9.8,0.99612,0.27,0.042,8.2,6
10.5,0.99295,0.26,0.04,1.5,6
10.6,0.99394,0.27,0.043,2.3,6
9.4,0.99642,0.56,0.037,10.0,5
11.0,0.99248,0.19,0.027,1.6,7
10.8,0.99268,0.2,0.027,1.6,6
9.0,0.99954,0.29,0.036,16.0,5
9.6,0.99692,0.32,0.031,10.4,6
10.6,0.99592,0.33,0.037,7.4,6
9.2,0.99822,0.33,0.045,16.05,5
9.5,0.99402,0.26,0.053,2.6,5
9.5,0.99404,0.25,0.053,2.5,5
10.3,0.99787,0.26,0.039,10.8,7
8.8,0.99347,0.26,0.053,1.2,5
8.7,0.99838,0.28,0.041,12.1,5
8.7,0.99839,0.27,0.04,11.95,5
10.2,0.99375,0.28,0.038,1.7,6
10.1,0.99155,0.16,0.029,0.8,6
9.5,0.9936,0.34,0.049,1.4,5
9.5,0.99434,0.25,0.056,1.3,5
11.6,0.9922,0.35,0.022,6.3,7
10.7,0.99571,0.24,0.032,10.3,6
10.1,0.99658,0.29,0.043,15.55,6
11.1,0.99076,0.27,0.035,1.5,7
9.8,0.99496,0.56,0.071,1.5,5
9.0,0.9937,0.29,0.142,1.4,6
9.5,0.99542,0.27,0.047,7.9,6
9.4,0.99825,0.24,0.052,13.0,6
10.2,0.99289,0.32,0.049,1.0,5
9.8,0.99432,0.37,0.041,4.85,6
9.5,0.99523,0.26,0.047,7.1,6
9.0,0.9959,0.3,0.05,7.5,5
10.1,0.99543,0.28,0.045,7.6,6
8.8,0.99662,0.24,0.079,10.3,5
11.9,0.99088,0.27,0.034,1.7,6
9.3,0.99922,0.28,0.074,19.95,6
10.0,0.9966,0.39,0.036,7.7,6
9.5,0.99466,0.2,0.075,5.3,5
9.7,0.99836,0.31,0.054,12.7,4
10.2,0.99238,0.18,0.043,1.5,5
10.8,0.99645,0.23,0.031,11.3,5
8.8,1.0,0.21,0.046,18.1,5
11.4,0.99376,0.26,0.039,7.0,6
9.8,0.99513,0.31,0.039,6.4,5
9.4,0.99556,0.34,0.045,1.4,4
9.4,0.99543,0.3,0.054,3.1,6
9.4,0.99886,0.4,0.053,14.1,6
9.7,0.99526,0.32,0.044,7.7,6
12.3,0.99166,0.34,0.032,5.2,7
9.8,0.99691,0.26,0.045,11.6,6
9.0,0.99732,0.27,0.053,10.4,5
9.2,0.99573,0.28,0.045,7.5,6
9.4,0.99656,0.3,0.058,11.2,6
9.9,0.99112,0.175,0.043,0.8,6
9.8,0.99214,0.34,0.032,1.4,5
12.3,0.99165,0.34,0.029,4.7,7
11.9,0.99004,0.12,0.018,3.1,7
10.2,0.99463,0.32,0.038,4.0,6
9.5,0.99683,0.51,0.034,11.3,6
9.2,0.99596,0.24,0.04,8.1,5
9.7,0.99898,0.41,0.054,14.8,5
11.5,0.99114,0.18,0.029,1.4,7
10.4,0.99508,0.17,0.121,8.1,8
11.6,0.99306,0.2,0.053,3.5,5
10.2,0.99342,0.16,0.036,1.5,6
9.8,0.99345,0.16,0.037,1.5,6
9.0,0.99772,0.42,0.044,12.8,5
10.5,0.99239,0.3,0.036,1.6,6
9.4,0.99502,0.54,0.049,7.1,4
10.8,0.99479,0.22,0.046,11.2,5
10.7,0.99207,0.23,0.043,1.7,7
10.6,0.99497,0.26,0.029,6.7,6
9.2,0.99828,0.23,0.046,17.3,6
9.5,0.99542,0.28,0.032,8.6,6
10.0,0.99228,0.27,0.028,1.5,5
10.6,0.99706,0.29,0.03,12.1,5
10.6,0.99669,0.27,0.029,10.7,5
11.0,0.99269,0.32,0.036,1.8,6
11.2,0.99196,0.22,0.041,1.4,6
9.6,0.99662,0.5,0.046,7.5,5
9.4,0.99475,0.33,0.052,4.8,5
9.5,0.99544,0.26,0.045,7.1,6
9.3,0.99944,0.2,0.052,16.9,5
9.4,0.9966,0.36,0.046,11.3,5
11.2,0.99066,0.13,0.043,1.1,7
11.2,0.9907,0.15,0.043,1.2,7
8.8,0.998,0.23,0.033,12.9,5
9.4,0.99307,0.255,0.079,1.2,5
11.1,0.99106,0.32,0.03,2.3,6
9.6,0.99696,0.28,0.052,10.0,5
10.6,0.99167,0.41,0.037,1.4,6
8.9,0.99902,0.37,0.048,14.9,5
12.3,0.98992,0.21,0.021,1.8,7
11.4,0.99182,0.24,0.028,1.8,5
9.6,0.99556,0.28,0.043,7.0,6
10.3,0.99582,0.24,0.034,8.6,6
12.1,0.98972,0.16,0.032,1.1,6
9.9,0.99352,0.14,0.026,1.3,5
9.7,0.9946,0.34,0.035,4.9,5
10.5,0.99273,0.26,0.043,1.9,5
8.9,0.99628,0.17,0.038,10.4,6
9.4,0.99582,0.27,0.039,10.0,5
9.6,0.99553,0.25,0.037,8.6,5
12.6,0.98914,0.3,0.014,1.7,7
9.2,0.99354,0.28,0.156,1.7,6
10.4,0.99976,0.3,0.053,18.95,5
9.0,0.99808,0.18,0.062,12.8,7
9.2,0.9919,0.14,0.039,0.7,6
9.7,0.99499,0.615,0.068,1.4,4
10.1,0.99655,0.13,0.05,13.3,6
11.0,0.99615,0.34,0.059,8.5,7
10.8,0.99296,0.32,0.038,1.5,5
10.8,0.99482,0.21,0.048,11.7,5
13.5,0.99079,0.5,0.028,5.0,7
10.6,0.99366,0.52,0.042,1.2,5
9.8,0.99434,0.28,0.046,2.1,5
11.7,0.98958,0.22,0.023,1.4,6
9.0,0.99938,0.32,0.034,16.0,6
11.3,0.99059,0.11,0.042,1.1,7
9.4,0.99835,0.26,0.031,15.3,5
11.3,0.99159,0.3,0.025,2.8,7
12.0,0.98931,0.2,0.019,0.9,6
10.6,0.9938,0.2,0.028,2.5,6
10.8,0.99558,0.26,0.024,8.1,6
10.8,0.99563,0.25,0.024,8.2,6
9.4,0.99691,0.27,0.053,11.1,5
9.4,0.9959,0.3,0.038,7.8,5
9.4,0.99628,0.36,0.05,10.1,5
12.0,0.99076,0.21,0.021,3.2,5
10.3,0.99678,0.18,0.039,14.2,7
11.3,0.99089,0.26,0.026,2.9,7
9.4,0.99537,0.35,0.063,6.0,6
8.7,1.0002,0.28,0.041,20.4,5
8.0,0.99332,0.19,0.033,0.95,5
10.4,0.99316,0.24,0.033,1.7,7
10.7,0.99272,0.17,0.029,1.7,7
10.2,0.99636,0.24,0.03,9.0,6
10.9,0.99202,0.6,0.044,1.3,5
10.5,0.99148,0.445,0.027,1.4,6
11.7,0.99064,0.28,0.012,2.4,7
8.6,0.99884,0.44,0.065,16.0,5
9.0,0.99773,0.24,0.034,11.4,5
8.7,1.00013,0.31,0.044,14.35,5
12.8,0.98974,0.32,0.062,2.1,6
11.8,0.99112,0.13,0.023,1.1,6
11.6,0.99136,0.14,0.034,1.1,6
11.8,0.99132,0.2,0.028,1.2,6
10.6,0.99642,0.15,0.042,15.8,5
9.7,0.99488,0.23,0.066,5.2,5
10.3,0.99527,0.33,0.047,5.2,5
10.2,0.99578,0.17,0.119,9.6,6
10.1,0.99352,0.12,0.048,5.2,7
10.9,0.99199,0.18,0.046,1.2,7
9.3,0.99198,0.15,0.037,0.8,5
10.2,0.99756,0.23,0.057,14.45,6
9.5,0.99561,0.34,0.066,6.9,5
9.3,0.99347,0.68,0.069,3.4,5
12.9,0.98936,0.22,0.018,2.3,7
8.7,0.99786,0.28,0.042,11.0,5
9.4,0.99705,0.4,0.081,5.95,5
10.1,0.9942,0.19,0.034,5.1,5
10.0,0.9948,0.23,0.039,5.4,4
11.1,0.99116,0.14,0.05,1.2,7
10.3,0.99688,0.15,0.052,12.6,7
12.2,0.98974,0.15,0.033,1.0,6
9.3,0.99542,0.33,0.067,6.6,6
11.3,0.99154,0.3,0.041,1.5,6
10.8,0.99118,0.23,0.043,1.0,6
11.2,0.99044,0.13,0.033,1.1,8
12.5,0.9914,0.21,0.03,6.6,7
9.3,0.9979,0.4,0.05,8.2,5
12.9,0.98892,0.34,0.03,2.0,7
11.2,0.99114,0.12,0.039,1.4,7
12.6,0.99188,0.655,0.039,2.0,6
9.3,0.99583,0.26,0.046,7.5,5
12.9,0.98892,0.3,0.03,2.0,7
9.5,0.99704,0.15,0.049,13.3,7
11.9,0.9911,0.37,0.037,2.85,6
10.3,0.99334,0.35,0.032,5.6,7
10.3,0.99334,0.32,0.033,5.6,7
11.2,0.99094,0.1,0.031,1.0,6
12.0,0.99014,0.25,0.03,3.2,6
9.6,0.99304,0.31,0.042,1.0,5
9.2,0.99652,0.18,0.041,7.1,6
12.9,0.98944,0.17,0.029,2.4,6
9.3,0.99772,0.19,0.061,11.2,6
12.1,0.99367,0.32,0.03,9.5,6
11.2,0.99183,0.21,0.026,1.8,6
11.2,0.99126,0.16,0.029,2.6,7
9.2,0.99577,0.24,0.042,8.0,5
9.3,0.99428,0.3,0.041,3.3,6
10.7,0.99388,0.28,0.03,10.3,6
9.8,0.99208,0.31,0.024,1.2,6
10.3,0.99256,0.23,0.036,1.6,6
11.3,0.9925,0.23,0.025,9.65,6
8.8,0.99904,0.22,0.048,16.4,6
10.8,0.99216,0.18,0.043,1.5,5
11.5,0.99165,0.46,0.027,5.0,7
8.8,0.99924,0.23,0.038,16.3,5
9.4,0.9956,0.26,0.17,6.5,6
9.4,0.99562,0.26,0.171,6.4,6
9.6,0.9972,0.28,0.045,10.2,6
9.3,0.9958,0.23,0.044,7.4,6
8.9,0.99976,0.25,0.044,13.7,5
10.0,0.99296,0.2,0.049,1.3,5
9.1,0.9957,0.21,0.045,7.4,5
9.4,0.99579,0.24,0.043,7.45,6
10.1,0.99541,0.25,0.04,7.2,6
10.8,0.99518,0.16,0.046,10.4,6
10.0,0.99168,0.28,0.028,1.1,6
10.9,0.99276,0.18,0.029,6.5,6
12.0,0.99085,0.26,0.027,4.6,7
9.3,0.99873,0.37,0.043,13.9,5
12.3,0.99172,0.4,0.03,5.2,7
10.4,0.99312,0.26,0.038,1.7,6
10.5,0.9972,0.23,0.045,16.4,5
9.8,0.99278,0.2,0.036,3.6,6
10.5,0.99092,0.17,0.041,1.5,6
9.9,0.9962,0.35,0.051,12.4,6
11.4,0.99053,0.29,0.035,1.7,7
9.2,0.99858,0.3,0.06,6.2,5
9.7,0.9984,0.51,0.051,6.2,5
10.0,0.99335,0.51,0.049,2.6,5
10.3,0.9949,0.29,0.048,9.3,6
9.8,0.99532,0.2,0.047,9.1,7
9.3,0.99727,0.615,0.067,12.0,5
12.4,0.99026,0.32,0.034,4.8,7
9.3,0.99668,0.2,0.048,12.3,6
9.5,0.9952,0.23,0.048,2.7,6
10.5,0.99144,0.27,0.034,3.6,6
12.8,0.99015,0.44,0.032,4.3,7
10.8,0.9914,0.34,0.045,1.8,6
10.0,0.99693,0.26,0.057,11.8,6
11.8,0.99035,0.17,0.045,1.8,8
12.0,0.99006,0.17,0.036,1.4,6
12.6,0.99126,0.43,0.025,6.6,6
11.9,0.98994,0.315,0.026,1.55,8
10.6,0.98985,0.17,0.027,0.7,5
9.2,0.9971,0.34,0.082,6.4,5
10.0,0.99882,0.33,0.059,11.8,6
9.2,0.99477,0.12,0.038,4.3,5
9.3,0.99478,0.13,0.039,5.1,6
10.2,0.99576,0.18,0.055,5.8,6
10.2,0.99578,0.16,0.054,5.9,6
8.7,0.99354,0.26,0.06,1.3,5
10.7,0.99244,0.32,0.05,1.4,5
12.1,0.99084,0.3,0.048,1.2,6
9.5,0.99612,0.16,0.05,7.4,6
11.2,0.99356,0.27,0.028,10.8,6
12.0,0.98952,0.16,0.034,1.8,6
8.8,0.99955,0.44,0.048,14.4,7
10.8,0.99374,0.2,0.052,1.7,6
13.1,0.9892,0.29,0.026,3.6,7
12.5,0.99144,0.39,0.035,3.6,7
11.7,0.99352,0.36,0.045,10.05,8
11.6,0.9935,0.36,0.045,10.5,8
11.3,0.99237,0.2,0.043,1.9,6
11.4,0.99022,0.2,0.025,1.65,5
12.2,0.99032,0.235,0.036,1.9,5
11.7,1.03898,0.965,0.074,65.8,6
10.4,0.99587,0.2,0.053,6.85,6
10.4,0.99587,0.2,0.053,7.4,6
9.1,0.99976,0.24,0.083,20.2,5
12.2,0.99354,0.3,0.034,11.0,6
9.4,0.99552,0.4,0.066,6.2,5
9.4,0.99552,0.4,0.065,6.2,5
9.2,0.99604,0.25,0.047,8.0,5
9.4,0.99584,0.26,0.046,8.2,5
13.5,0.98894,0.37,0.033,2.2,7
9.4,0.9963,0.35,0.053,10.1,5
10.9,0.993,0.22,0.028,7.2,8
11.4,0.99068,0.31,0.036,1.6,7
12.4,0.98964,0.16,0.036,1.3,7
10.5,0.9923,0.15,0.038,5.3,6
11.5,0.99437,0.15,0.031,14.0,8
10.8,0.99238,0.2,0.04,1.6,6
8.9,0.99801,0.17,0.038,11.8,5
8.9,0.99802,0.18,0.039,9.6,5
9.4,0.99566,0.27,0.042,6.1,6
12.2,0.99067,0.32,0.049,2.7,7
12.1,0.99066,0.26,0.025,3.6,7
10.9,0.9929,0.3,0.03,1.7,5
10.1,0.9934,0.16,0.026,1.6,6
13.0,0.98912,0.19,0.032,1.0,7
11.0,0.99066,0.36,0.038,0.9,5
10.8,0.99228,0.17,0.052,1.6,5
9.3,0.9958,0.11,0.052,10.6,4
11.4,0.99052,0.21,0.042,2.0,6
9.2,0.99312,0.325,0.152,1.2,5
9.9,0.9968,0.4,0.056,6.2,5
10.5,0.99502,0.2,0.044,9.2,5
12.4,0.99084,0.27,0.04,5.0,6
9.5,0.99573,0.26,0.047,6.3,6
10.5,0.99256,0.25,0.048,3.3,6
9.1,0.9959,0.22,0.053,8.0,6
11.5,0.99084,0.14,0.034,1.2,7
11.2,0.99644,0.26,0.044,16.2,5
10.8,0.99526,0.22,0.05,11.6,5
9.4,0.9954,0.45,0.064,7.2,5
11.0,0.99095,0.17,0.031,1.1,6
11.3,0.99188,0.44,0.048,3.4,7
11.2,0.9909,0.15,0.041,1.4,6
10.4,0.99581,0.26,0.05,9.3,6
11.2,0.99132,0.15,0.033,2.3,7
11.1,0.98936,0.22,0.034,0.9,7
11.2,0.99136,0.37,0.036,3.5,6
10.5,0.99142,0.375,0.036,1.7,6
10.0,0.99232,0.2,0.047,1.3,6
10.0,0.99232,0.22,0.046,1.3,6
10.9,0.993,0.22,0.049,5.6,5
10.9,0.99311,0.22,0.028,7.4,7
11.7,0.98993,0.2,0.035,1.0,5
10.0,0.99208,0.31,0.033,1.5,5
9.5,0.99776,0.43,0.169,10.0,5
9.0,0.99839,0.24,0.053,14.9,5
10.0,0.99574,0.23,0.052,9.3,5
11.9,0.99093,0.2,0.041,1.0,5
10.6,0.99156,0.16,0.028,1.0,6
11.0,0.99278,0.21,0.047,5.9,6
11.2,0.9924,0.33,0.027,5.0,7
12.0,0.98984,0.18,0.034,1.25,7
12.6,0.99035,0.29,0.027,3.9,8
10.5,0.99165,0.21,0.034,0.8,6
10.2,0.9923,0.21,0.037,1.0,6
12.2,0.99008,0.11,0.028,1.6,6
12.3,0.98964,0.15,0.036,1.3,6
10.4,0.9909,0.19,0.032,1.1,6
12.7,0.9889,0.48,0.021,1.4,7
10.6,0.99178,0.23,0.018,1.2,5
12.3,0.99076,0.17,0.028,5.0,6
11.4,0.99046,0.15,0.037,1.7,6
12.0,0.98999,0.17,0.029,1.8,7
12.4,0.98946,0.21,0.045,1.6,8
12.1,0.98976,0.23,0.03,1.5,7
10.7,0.99672,0.22,0.04,13.9,5
9.3,0.99482,0.15,0.045,5.9,5
12.7,0.98945,0.32,0.027,2.1,6
11.7,0.98883,0.37,0.029,1.1,6
10.7,0.99362,0.25,0.039,6.7,5
11.8,0.99075,0.21,0.033,2.7,7
9.9,0.99436,0.24,0.039,6.7,5
13.4,0.98988,0.475,0.047,3.95,7
12.8,0.99158,0.28,0.032,7.75,7
12.8,0.99265,0.4,0.033,10.6,6
10.5,0.99195,0.41,0.042,1.6,5
11.5,0.99168,0.2,0.032,2.5,5
10.5,0.9918,0.22,0.04,0.7,4
13.0,0.99313,0.36,0.032,11.1,6
12.4,0.9895,0.285,0.035,5.15,8
10.2,0.9932,0.2,0.041,4.7,6
9.0,0.99848,0.42,0.054,9.7,5
12.0,0.9909,0.16,0.038,1.7,7
11.7,0.99014,0.125,0.044,1.4,7
10.0,0.9952,0.44,0.054,2.0,5
10.3,0.99652,0.31,0.055,7.5,5
11.1,0.99104,0.18,0.032,0.8,5
9.0,0.99772,0.21,0.05,13.1,5
10.5,0.9922,0.16,0.031,1.1,6
11.9,0.99076,0.22,0.028,2.2,7
9.4,0.99622,0.36,0.036,8.9,5
11.4,0.9902,0.21,0.035,1.1,6
10.8,0.99114,0.25,0.034,0.9,7
9.8,0.9938,0.31,0.073,1.7,5
9.3,0.99594,0.26,0.047,6.9,5
11.3,0.99035,0.2,0.031,1.0,6
11.3,0.99032,0.18,0.031,1.0,6
9.5,0.99558,0.37,0.031,7.6,5
9.3,0.99413,0.18,0.046,1.2,5
11.4,0.99043,0.14,0.041,1.0,6
12.7,0.98982,0.44,0.053,3.1,6
13.5,0.98934,0.36,0.033,1.95,7
11.2,0.9902,0.28,0.019,2.2,6
10.7,0.99449,0.16,0.038,8.75,5
10.8,0.99629,0.28,0.032,11.9,4
10.5,0.9948,0.39,0.054,2.7,6
13.0,0.98984,0.44,0.014,5.45,8
10.8,0.99326,0.22,0.029,6.3,6
9.1,0.99834,0.22,0.046,14.4,6
10.1,0.99555,0.25,0.038,7.8,5
11.9,0.98975,0.155,0.028,1.6,8
12.0,0.99216,0.31,0.036,9.1,7
11.6,0.9901,0.21,0.041,1.3,8
10.2,0.99573,0.25,0.038,11.3,6
9.8,0.99215,0.21,0.028,0.7,5
11.4,0.98993,0.27,0.023,1.25,4
9.8,0.99218,0.17,0.03,0.7,5
9.8,0.99564,0.12,0.039,10.3,8
10.7,0.99397,0.29,0.036,7.8,6
10.6,0.99576,0.3,0.022,8.7,5
9.3,0.99601,0.26,0.037,8.3,5
14.0,0.98713,0.33,0.016,1.2,8
11.0,0.99308,0.29,0.026,8.3,6
9.4,0.99582,0.26,0.049,6.2,6
9.0,0.99494,0.28,0.078,5.0,6
9.0,0.9929,0.28,0.042,1.8,5
10.0,0.99471,0.2,0.044,1.6,5
9.0,0.9929,0.27,0.041,1.8,5
12.4,0.99037,0.29,0.036,2.9,7
11.3,0.99304,0.35,0.042,6.0,5
12.0,0.99026,0.12,0.034,0.9,6
11.7,0.98986,0.12,0.031,1.1,6
13.2,0.98951,0.4,0.016,5.45,7
11.0,0.99634,0.11,0.04,14.05,7
